company_original,company_processed,matched_assignee_original,matched_assignee_processed,similarity_score,valid_match,notes
RITA MEDICAL SYSTEMS INC,rita medical systems,"Rita Medical Systems, Inc.",rita medical systems,0.9999999403953552,True,
RITTER PHARMACEUTICALS INC,ritter pharmaceuticals,"Ritter Pharmaceuticals, Inc.",ritter pharmaceuticals,1.0,True,
RIVAL CO,rival,RIVAL,rival,1.0,True,
RIVAL TECHNOLOGIES INC,rival technologies,RIVAL TECHNOLOGIES INC.,rival technologies,1.0,True,
RIVERBED TECHNOLOGY INC,riverbed technology,"Riverbed Technology, LLC",riverbed technology,1.0,True,
RIVERSIDE GROUP INC,riverside,"Riverside International, Inc.",riverside,1.0,True,
RIVERSIDE PRESS INC,riverside press,"Riverside Press, Inc.",riverside press,1.0,True,
RIVERSTONE NETWORKS INC,riverstone networks,"Riverstone Networks, Inc.",riverstone networks,0.9999997615814209,True,
RIVIANA FOODS INC,riviana foods,"Riviana Foods, Inc.",riviana foods,1.0,True,
RLI CORP,rli,"RLI, Inc.",rli,0.9999998807907104,True,
RLI CORP,rli,"RLI, Inc.",rli,0.9999998807907104,True,
RM2 INTERNATIONAL INC,rm2,"RM2, INC.",rm2,1.0,True,
RMG NETWORKS HOLDING CORP,rmg networks,RMG Networks Holding Corporation,rmg networks,0.9999998807907104,True,
RMX HOLDINGS INC,rmx,"RMX, LLC",rmx,1.0,True,
ROANWELL CORP,roanwell,Roanwell Corporation,roanwell,1.0,True,
ROBBINS & MYERS INC,robbins myers,"Robbins & Myers, Inc.",robbins myers,0.9999999403953552,True,
ROBEC INC,robec,"Robec, Inc.",robec,1.0,True,
ROBERTS & PORTER INC,roberts porter,"Roberts & Porter, Inc.",roberts porter,0.9999999403953552,True,
ROBERTSHAW CONTROLS,robertshaw controls,Robertshaw Controls Company,robertshaw controls,0.9999998211860657,True,
ROBERTSON CECO CORP,robertson ceco,Robertson-Ceco Corporation,robertson ceco,1.0,True,
ROBESON INDUSTRIES CORP,robeson industries,Robeson Industries Corp.,robeson industries,1.0,True,
ROBINS INDUSTRIES CORP,robins industries,Robins Industries Corp.,robins industries,1.0,True,
ROBINSON NUGENT INC,robinson nugent,"Robinson Nugent, Inc",robinson nugent,1.0,True,
ROBINTECH INC,robintech,"Robintech, Inc.",robintech,0.9999998807907104,True,
ROBLIN INDUSTRIES,roblin industries,"Roblin Industries, Inc.",roblin industries,1.0,True,
ROBLOX CORP,roblox,Roblox Corporation,roblox,1.0,True,
ROBOT DEFENSE SYSTEMS INC,robot defense systems,"Robot Defense Systems, Inc.",robot defense systems,1.0,True,
ROCHESTER MEDICAL CORP,rochester medical,Rochester Medical Corporation,rochester medical,1.0,True,
ROCK CREEK PHARMACEUTICALS,rock creek pharmaceuticals,"Rock Creek Pharmaceuticals, Inc.",rock creek pharmaceuticals,1.0,True,
ROCKAWAY CORP,rockaway,Rockaway Corporation,rockaway,1.0,True,
ROCKCOR INC,rockcor,"Rockcor, Inc.",rockcor,0.9999999403953552,True,
ROCKET FUEL INC,rocket fuel,Rocket Fuel Inc.,rocket fuel,1.0,True,
ROCKET LAB USA INC,rocket lab usa,"Rocket Lab USA, Inc.",rocket lab usa,0.9999999403953552,True,
ROCKET PHARMACEUTICALS INC,rocket pharmaceuticals,"Rocket Pharmaceuticals, Ltd.",rocket pharmaceuticals,1.0,True,
ROCKETFUEL BLOCKCHAIN INC,rocketfuel blockchain,"RocketFuel Blockchain, Inc.",rocketfuel blockchain,1.0,True,
ROCKFORD CORP,rockford,ROCKFORD CORPORATION,rockford,0.9999997019767761,True,
ROCKLAND ELECTRIC CO,rockland electric,Rockland Electric Company,rockland electric,1.0,True,
ROCKSHOX INC,rockshox,"RockShox, Inc.",rockshox,1.0,True,
ROCKWELL AUTOMATION,rockwell automation,"Rockwell Automation, Inc.",rockwell automation,1.0,True,
ROCKWELL COLLINS,rockwell collins,"Rockwell Collins, Inc.",rockwell collins,1.0,True,
ROCKWELL MEDICAL INC,rockwell medical,"Rockwell Medical, Inc.",rockwell medical,1.0,True,
ROCKY BRANDS INC,rocky brands,"ROCKY BRANDS, INC.",rocky brands,0.9999998807907104,True,
ROCTEST LTD,roctest,ROCTEST LTD,roctest,0.9999999403953552,True,
ROFIN SINAR TECHNOLOGIES INC,rofin sinar technologies,ROFIN-SINAR TECHNOLOGIES LLC,rofin sinar technologies,1.0,True,
ROGERS CORP,rogers,ROGERS CORPORATION,rogers,0.9999999403953552,True,
ROGUE WAVE SOFTWARE INC,rogue wave software,"Rogue Wave Software, Inc.",rogue wave software,0.9999997615814209,True,
ROHM AND HAAS CO,rohm haas,Rohm and Haas Company,rohm haas,1.0,True,
ROHR INC,rohr,"Rohr, Inc.",rohr,1.0,True,
ROIVANT SCIENCES LTD,roivant sciences,Roivant Sciences GmbH,roivant sciences,1.0,True,
ROKU INC,roku,"Roku, Inc.",roku,1.0,True,
ROLAND INTERNATIONAL CORP,roland,Roland Corporation,roland,1.0,True,
ROLFITE CO,rolfite,The Rolfite Company,rolfite,0.9999998807907104,True,
ROLLAND INC,rolland,Rolland Inc.,rolland,1.0,True,
ROLLER BEARING CO OF AMERICA,roller bearing america,"Roller Bearing Company of America, Inc.",roller bearing america,1.0,True,
ROLM CORP,rolm,Rolm Company,rolm,1.0,True,
ROMAN CORPORATION LTD,roman,"Roman, Inc.",roman,0.9999999403953552,True,
ROMEO POWER INC,romeo power,"Romeo Power, Inc.",romeo power,1.0,True,
RONCO TELEPRODUCTS INC,ronco teleproducts,"Ronco Teleproducts, Inc.",ronco teleproducts,1.0,True,
RONSON CORP,ronson,Ronson International Limited,ronson,0.9999998807907104,True,
ROOT INC,root,"Root, Inc.",root,1.0,True,
ROOTS CORP,roots,"ROOTS CO., LTD.",roots,1.0,True,
ROPAK CORP,ropak,Ropak Corporation,ropak,1.0,True,
ROPER CORP,roper,"Roper Holdings, Inc.",roper,1.0,True,
ROPER INDUSTRIES INC,roper industries,"Roper Industries, Ltd.",roper industries,1.0,True,
ROSE CORP,rose,Rose LTD,rose,1.0,True,
ROSELON INDUSTRIES,roselon industries,"Roselon Industries, Inc.",roselon industries,1.0,True,
ROSEMOUNT INC,rosemount,Rosemount Inc.,rosemount,1.0,True,
ROSETTA GENOMICS LTD,rosetta genomics,Rosetta Genomics Ltd.,rosetta genomics,1.0,True,
ROSETTA INPHARMATICS INC,rosetta inpharmatics,Rosetta Inpharmatics LLC,rosetta inpharmatics,1.0,True,
ROSETTA STONE INC,rosetta stone,"ROSETTA STONE, LTD.",rosetta stone,1.0,True,
ROSS INDUSTRIES,ross industries,"ROSS Industries, Inc.",ross industries,1.0,True,
ROSS STORES INC,ross stores,"Ross Stores, Inc.",ross stores,1.0,True,
ROSS SYSTEMS INC,ross systems,Ross Systems Corporation,ross systems,0.9999998807907104,True,
ROSS TECHNOLOGY INC,ross technology,Ross Technology LLC,ross technology,1.0,True,
ROTARY POWER INTL INC,rotary power,Rotary Power LLC,rotary power,0.9999998807907104,True,
ROTONICS MANUFACTURING INC,rotonics manufacturing,"Rotonics Manufacturing, Inc.",rotonics manufacturing,1.0,True,
ROTRON INC,rotron,"Rotron, Inc.",rotron,1.0,True,
ROUTE1 INC,route1,ROUTE1 INC.,route1,0.9999997615814209,True,
ROVAC CORP,rovac,The Rovac Corporation,rovac,1.0,True,
ROVER GROUP INC,rover,Rover Group Limited,rover,0.9999997615814209,True,
ROWLAND INC,rowland,The Rowland Company,rowland,0.9999999403953552,True,
ROYAL APPLIANCE MFG CO,royal appliance mfg,"Royal Appliance Mfg., Co.",royal appliance mfg,0.9999997615814209,True,
ROYAL AVIATION INC,royal aviation,Royal Aviation,royal aviation,1.0,True,
ROYAL BANK OF CANADA,royal bank canada,ROYAL BANK OF CANADA,royal bank canada,0.9999998807907104,True,
ROYAL GRIP INC,royal grip,"Royal Grip, Inc.",royal grip,1.0,True,
ROYAL GROUP TECHNOLOGIES LTD,royal technologies,ROYAL HOLDINGS TECHNOLOGIES CORP,royal technologies,1.0,True,
ROYAL INDUSTRIES INC,royal industries,"Royal Industries Co., Ltd.",royal industries,1.0,True,
ROYAL PRECISION INC,royal precision,"ROYAL PRECISION, INC.",royal precision,0.9999997615814209,True,
ROYSTER CO,royster,The Royster Company,royster,1.0,True,
RPC INC,rpc,"RPC, INC.",rpc,1.0,True,
RPM INTERNATIONAL INC,rpm,"RPM, Inc.",rpm,1.0,True,
RPM TECHNOLOGIES INC,rpm technologies,"RPM TECHNOLOGIES, INC.",rpm technologies,1.0,True,
RPS PRODUCTS INC,rps products,"RPS Products, Inc.",rps products,0.9999998807907104,True,
RPX CORP,rpx,RPX Corporation,rpx,1.0,True,
RSA SECURITY INC,rsa security,RSA Security LLC,rsa security,0.9999997615814209,True,
RSI HOLDINGS INC,rsi,"RSI, Inc.",rsi,1.0,True,
RSI HOLDINGS INC,rsi,"RSI, Inc.",rsi,1.0,True,
RSR CORP,rsr,RSR Limited,rsr,0.9999999403953552,True,
RSTAR CORP,rstar,RStar Corporation,rstar,0.9999998807907104,True,
RTI INC,rti,"RTI, Inc.",rti,0.9999998211860657,True,
RTI INTL METALS INC,rti metals,"RTI International Metals, Inc.",rti metals,1.0,True,
RTX CORP,rtx,RTX CORPORATION,rtx,1.0,True,
RUBBER RESEARCH ELASTOMERICS,rubber research elastomerics,"Rubber Research Elastomerics, Inc.",rubber research elastomerics,0.9999997615814209,True,
RUBBERMAID INC,rubbermaid,Rubbermaid Incorporated,rubbermaid,1.0,True,
RUBICON MEDICAL CORP,rubicon medical,"RUBICON MEDICAL, INC.",rubicon medical,0.9999998807907104,True,
RUBICON TECHNOLOGY INC,rubicon technology,"Rubicon Technology, Inc.",rubicon technology,0.9999998807907104,True,
RUBIUS THERAPEUTICS INC,rubius therapeutics,"Rubius Therapeutics, Inc.",rubius therapeutics,1.0,True,
RUBRIK INC,rubrik,"Rubrik, Inc.",rubrik,0.9999998807907104,True,
RUCKER CO,rucker,The Rucker Company,rucker,1.0,True,
RUCKUS WIRELESS INC,ruckus wireless,"Ruckus Wireless, Inc.",ruckus wireless,1.0,True,
RUGGEDCOM INC,ruggedcom,Ruggedcom Ltd.,ruggedcom,1.0,True,
RULE INDUSTRIES INC,rule industries,"Rule Industries, Inc.",rule industries,1.0,True,
RULES-BASED MEDICINE-REDH,rules based medicine redh,RULES-BASED MEDICINE INC.,rules based medicine,0.9584436416625977,True,
RUPP INDUSTRIES INC,rupp industries,"Rupp Industries, Inc.",rupp industries,1.0,True,
RUSCO INDUSTRIES INC,rusco industries,"Rusco Industries, Inc.",rusco industries,0.9999998807907104,True,
RUSSELL CORP,russell,Russell International Corporation,russell,1.0,True,
RVL PHARMACEUTICALS PLC,rvl pharmaceuticals,"RVL Pharmaceuticals, Inc.",rvl pharmaceuticals,1.0,True,
RWD TECHNOLOGIES INC,rwd technologies,"RWD Technologies, Inc.",rwd technologies,0.9999999403953552,True,
RWE AKTIENGESELLSCHAFT,rwe,RWE AG,rwe,0.9999998807907104,True,
RXSIGHT INC,rxsight,"RxSight, Inc.",rxsight,1.0,True,
RYAN ENERGY TECHNOLOGIES INC,ryan energy technologies,Ryan Energy Technologies,ryan energy technologies,1.0,True,
RYAN HOMES INC,ryan homes,"Ryan Homes, Inc.",ryan homes,1.0,True,
RYAN MURPHY INC,ryan murphy,"Ryan-Murphy, Inc.",ryan murphy,0.9999998807907104,True,
RYERSON & HAYNES INC,ryerson haynes,"Ryerson & Haynes, Inc.",ryerson haynes,1.0,True,
RYU APPAREL INC,ryu apparel,RYU Apparel Inc.,ryu apparel,1.0,True,
S & T INDUSTRIES INC,s t industries,"S & T Industries, Inc.",s t industries,0.9999999403953552,True,
S D WARREN CO,s d warren,S.D. WARREN COMPANY,s d warren,1.0,True,
S&P GLOBAL INC,s p global,S&P Global Inc.,s p global,1.0,True,
S&W SEED CO,s w seed,S&W Seed Company,s w seed,1.0,True,
S-K-I LTD,s k i,S.K.I. GMBH,s k i,1.0,True,
S.R.C. LABORATORIES INC,s r c laboratories,"S.R.C. Laboratories, Inc.",s r c laboratories,1.0,True,
SA TELECOMMUNICATIONS INC,telecommunications,"TELECOMMUNICATIONS CORP., LTD.",telecommunications,0.9999998807907104,True,
SAB BIOTHERAPEUTICS INC,sab biotherapeutics,"SAB Biotherapeutics, Inc.",sab biotherapeutics,1.0,True,
SABA SOFTWARE INC,saba software,"SABA SOFTWARE, INC",saba software,1.0,True,
SABINE CORP,sabine,"Sabine, Inc.",sabine,0.9999998807907104,True,
SABRATEK CORP,sabratek,Sabratek Corporation,sabratek,1.0,True,
SABRE CORP,sabre,Sabre Inc.,sabre,0.9999996423721313,True,
SAC HOLDINGS CORP,sac,"SAC Co., Ltd.",sac,1.0,True,
SACKS PARENTE GOLF INC,sacks parente golf,"SACKS PARENTE GOLF COMPANY, LLC",sacks parente golf,0.9999997615814209,True,
SAEXPLORATION HOLDINGS INC,saexploration,"SAExploration, Inc.",saexploration,1.0,True,
SAF T LOK INC,saf t lok,Saf-T-Lok Corporation,saf t lok,0.9999998807907104,True,
SAFE FLIGHT INSTRUMENT CORP,safe flight instrument,"Safe Flight Instrument, LLC",safe flight instrument,1.0,True,
SAFE-WASTE SYSTEMS INC,safe waste systems,"Safe-Waste Systems, Inc.",safe waste systems,1.0,True,
SAFECO CORP,safeco,Safeco AG,safeco,0.9999999403953552,True,
SAFEGUARD BUSINESS SYSTEMS,safeguard business systems,"Safeguard Business Systems, Inc.",safeguard business systems,1.0,True,
SAFELITE GLASS CORP,safelite glass,Safelite Glass Corporation,safelite glass,1.0,True,
SAFESKIN CORP,safeskin,Safeskin Corp.,safeskin,0.9999999403953552,True,
SAFETEK INTL INC,safetek,"SafeTek, LLC",safetek,1.0,True,
SAFETY FIRST INC,safety first,Safety First Limited,safety first,1.0,True,
SAFETY-KLEEN CORP,safety kleen,SAFETY KLEEN CORPORATION,safety kleen,1.0,True,
SAFEWAY INC,safeway,Safeway Inc.,safeway,0.9999997615814209,True,
SAGA CORP,saga,"Saga International, Inc.",saga,0.9999998807907104,True,
SAGA PETROLEUM A/S,saga petroleum a s,Saga Petroleum a.s.,saga petroleum a s,0.9999999403953552,True,
SAGE INC,sage,"Sage, Inc.",sage,1.0,True,
SAGE INC,sage,"Sage, Inc.",sage,1.0,True,
SAGE LABORATORIES INC,sage laboratories,"Sage Laboratories, Inc.",sage laboratories,0.9999997615814209,True,
SAGE THERAPEUTICS INC,sage therapeutics,"Sage Therapeutics, Inc.",sage therapeutics,0.9999997615814209,True,
SAGENT TECHNOLOGY INC,sagent technology,Sagent Technology,sagent technology,1.0,True,
SAGIMET BIOSCIENCES INC,sagimet biosciences,Sagimet Biosciences Inc.,sagimet biosciences,0.9999998807907104,True,
SAI GROUP INC,sai,SAI GROUP LIMITED,sai,1.0,True,
SAIA INC,saia,SAIA AG,saia,1.0,True,
SAIFUN SEMICONDUCTORS LTD,saifun semiconductors,Saifun Semiconductors Ltd.,saifun semiconductors,1.0,True,
SAJAN INC,sajan,"Sajan, Inc.",sajan,0.9999998211860657,True,
SALANT CORP,salant,Salant Corporation,salant,0.9999999403953552,True,
SALARIUS PHARMACEUTICALS INC,salarius pharmaceuticals,"Salarius Pharmaceuticals, Inc.",salarius pharmaceuticals,1.0,True,
SALARY.COM INC,salary com,Salary.com,salary com,1.0,True,
SALEM CORP,salem,Salem Corporation,salem,1.0,True,
SALESFORCE INC,salesforce,"Salesforce, Inc.",salesforce,1.0,True,
SALIX PHARMACEUTICALS LTD,salix pharmaceuticals,"Salix Pharmaceuticals, Inc.",salix pharmaceuticals,1.0,True,
SALTON INC,salton,"Salton, Inc.",salton,1.0,True,
SAMARITAN PHARMACEUTICALS,samaritan pharmaceuticals,"Samaritan Pharmaceuticals, Inc.",samaritan pharmaceuticals,1.0,True,
SAMSARA INC,samsara,Samsara Inc.,samsara,0.9999997615814209,True,
SAMSON RESOURCES CORP,samson resources,Samson Resources Company,samson resources,1.0,True,
SAMSONITE INTERNATIONAL SA,samsonite,Samsonite Corporation,samsonite,1.0,True,
SAMSYS TECHNOLOGIES INC,samsys technologies,SAMSys Technologies Inc.,samsys technologies,1.0,True,
SAMUEL MANU-TECH INC,samuel manu tech,Samuel Manu-Tech Inc.,samuel manu tech,1.0,True,
SAN DIEGO GAS & ELECTRIC CO,san diego gas electric,San Diego Gas & Electric Company,san diego gas electric,1.0,True,
SAN FRANCISCO CO,san francisco,San Francisco,san francisco,0.9999998807907104,True,
SAN HOLDINGS INC,san,San Holdings Inc.,san,0.9999998211860657,True,
SAN/BAR CORP,san bar,San/Bar Corporation,san bar,1.0,True,
SANBORN INC,sanborn,"Sanborn, Inc.",sanborn,1.0,True,
SANDATA TECHNOLOGIES INC,sandata technologies,"Sandata Technologies, Inc.",sandata technologies,1.0,True,
SANDISK CORP,sandisk,SanDisk Corporation,sandisk,1.0,True,
SANDVINE CORP,sandvine,Sandvine Corporation,sandvine,1.0,True,
SANDY CORPORATION,sandy,"Sandy, Inc.",sandy,0.9999997615814209,True,
SANFORD CORP,sanford,SANFORD LIMITED,sanford,1.0,True,
SANGAMO CO LTD,sangamo,Sangamo Company Limited,sangamo,1.0,True,
SANGAMO ELECTRIC CO,sangamo electric,Sangamo Electric Company,sangamo electric,1.0,True,
SANGAMO THERAPEUTICS INC,sangamo therapeutics,"Sangamo Therapeutics, Inc.",sangamo therapeutics,0.9999997615814209,True,
SANGOMA TECHNOLOGIES CORP,sangoma technologies,Sangoma Technologies Corporation,sangoma technologies,1.0,True,
SANGSTAT MEDICAL CORP,sangstat medical,Sangstat Medical Corporation,sangstat medical,1.0,True,
SANMINA CORP,sanmina,Sanmina Corporation,sanmina,0.9999998807907104,True,
SANO CORP,sano,"Sano Co., Ltd.",sano,1.0,True,
SANOFI,sanofi,Sanofi,sanofi,1.0,True,
SANTA FE INTERNATIONAL CORP,santa fe,Santa Fe International Corp.,santa fe,1.0,True,
SANTA FE INTERNATIONAL CORP,santa fe,Santa Fe International Corp.,santa fe,1.0,True,
SANTA FE PACIFIC GOLD CORP,santa fe pacific gold,Santa Fe Pacific Gold Corporation,santa fe pacific gold,1.0,True,
SANTA FE PIPELINE CO,santa fe pipeline,Santa Fe Pipeline Company,santa fe pipeline,1.0,True,
SANTARUS INC,santarus,"Santarus, Inc.",santarus,1.0,True,
SANTEC CORP,santec,santec Holdings Corporation,santec,0.9999998211860657,True,
SANTOS LTD,santos,Santos SA,santos,0.9999997615814209,True,
SANUWAVE HEALTH INC,sanuwave health,"SANUWAVE HEALTH, INC.",sanuwave health,1.0,True,
SANYO ELECTRIC CO LTD,sanyo electric,"SANYO Electric Co., Ltd.",sanyo electric,0.9999998807907104,True,
SAP SE,sap se,SAP SE,sap se,1.0,True,
SAPIENT CORP,sapient,SAPIENT CORPORATION,sapient,1.0,True,
SAPPI LTD,sappi,Sappi Limited,sappi,0.9999998807907104,True,
SAREPTA THERAPEUTICS INC,sarepta therapeutics,"Sarepta Therapeutics, Inc.",sarepta therapeutics,1.0,True,
SARGENT-WELCH SCIENTIFIC,sargent welch scientific,Sargent-Welch Scientific Co.,sargent welch scientific,0.9999997019767761,True,
SASOL LTD,sasol,SASOL GmbH,sasol,0.9999998807907104,True,
SATCON TECHNOLOGY CORP,satcon technology,Satcon Technology Corporation,satcon technology,1.0,True,
SATSUMA PHARMACEUTICALS INC,satsuma pharmaceuticals,"Satsuma Pharmaceuticals, Inc.",satsuma pharmaceuticals,1.0,True,
SATYAM COMPUTER SERVICES LTD,satyam computer services,Satyam Computer Services Ltd.,satyam computer services,1.0,True,
SAUER-DANFOSS INC,sauer danfoss,SAUER-DANFOSS INC.,sauer danfoss,1.0,True,
SAV-A-STOP INC,sav a stop,Sav-A-Stop Incorporated,sav a stop,1.0,True,
SAVARA INC,savara,Savara Inc.,savara,1.0,True,
SAVECO INC,saveco,"Saveco, Inc.",saveco,0.9999998807907104,True,
SAVERONE 2014 LTD,saverone 2014,SAVERONE 2014 LTD.,saverone 2014,1.0,True,
SAVIENT PHARMACEUTICALS INC,savient pharmaceuticals,"Savient Pharmaceuticals, Inc.",savient pharmaceuticals,1.0,True,
SAVIN CORP,savin,Savin Corporation,savin,0.9999999403953552,True,
SAVVIS INC,savvis,SAVVIS INC.,savvis,1.0,True,
SAWTEK INC,sawtek,"Sawtek, Inc.",sawtek,1.0,True,
SAXON INDUSTRIES,saxon industries,"Saxon Industries, Inc.",saxon industries,1.0,True,
SBE INC,sbe,"SBE, INC.",sbe,1.0,True,
SBS TECHNOLOGIES INC,sbs technologies,SBS Technologies Inc.,sbs technologies,0.9999999403953552,True,
SC HOLDINGS CORP,sc,"SC Holdings, LLC",sc,1.0,True,
SCA SERVICES INC,sca services,"SCA Services, Inc.",sca services,0.9999998807907104,True,
SCAFFOLD CONNECTION CORP,scaffold connection,Scaffold Connection Corporation,scaffold connection,1.0,True,
SCAN DATA CORP,scan data,Scan-Data Corporation,scan data,1.0,True,
SCAN OPTICS INC,scan optics,Scan-Optics Inc.,scan optics,1.0,True,
SCANDIUM INTL MINING CORP,scandium mining,Scandium International Mining Corporation,scandium mining,1.0,True,
SCANNER TECHNOLOGIES CORP,scanner technologies,Scanner Technologies Corporation,scanner technologies,1.0,True,
SCANTEK MEDICAL INC,scantek medical,"Scantek Medical, Inc.",scantek medical,1.0,True,
SCANTRON CORP,scantron,Scantron Corporation,scantron,1.0,True,
SCHAEVITZ ENGINEERING,schaevitz engineering,Schaevitz Engineering,schaevitz engineering,1.0,True,
SCHENLEY INDUSTRIES INC,schenley industries,"Schenley Industries, Inc.",schenley industries,1.0,True,
SCHERER HEALTHCARE INC,scherer healthcare,Scherer Healthcare Ltd.,scherer healthcare,1.0,True,
SCHERING-PLOUGH,schering plough,Schering-Plough Corporation,schering plough,1.0,True,
SCHERR-TUMICO INC,scherr tumico,"Scherr-Tumico, Inc.",scherr tumico,1.0,True,
SCHICK TECHNOLOGIES INC,schick technologies,"SCHICK TECHNOLOGIES, INC.",schick technologies,1.0,True,
SCHILLER INDUSTRIES,schiller industries,Schiller Industries Inc.,schiller industries,1.0,True,
SCHLITZ (JOS.) BREWING CO,schlitz jos brewing,Jos. Schlitz Brewing Company,jos schlitz brewing,0.9704890251159668,True,
SCHLUMBERGER LTD,schlumberger,SCHLUMBERGER LTD.,schlumberger,0.9999998211860657,True,
SCHNEIDER NATIONAL INC,schneider national,"Schneider National, Inc.",schneider national,0.9999999403953552,True,
SCHOLL INC,scholl,Scholl PLC,scholl,0.9999998807907104,True,
SCHOOL SPECIALTY INC,school specialty,"School Specialty, LLC",school specialty,1.0,True,
SCHOTTENSTEIN STORES CORP,schottenstein stores,Schottenstein Stores Corporation,schottenstein stores,1.0,True,
SCHRODINGER INC,schrodinger,"Schrodinger, LLC",schrodinger,1.0,True,
SCHULT HOMES CORP,schult homes,Schult Homes Corporation,schult homes,0.9999998807907104,True,
SCHWAB (CHARLES) CORP,schwab charles,"CHARLES SCHWAB & CO., INC.",charles schwab,0.9799032211303711,True,
SCHWAB SAFE INC,schwab safe,"Schwab Safe Co., Inc.",schwab safe,1.0,True,
SCI SYSTEMS INC,sci systems,"SCI Systems, Inc.",sci systems,0.9999997019767761,True,
SCICLONE PHARMACEUTICALS LLC,sciclone pharmaceuticals,"SciClone Pharmaceuticals, Inc.",sciclone pharmaceuticals,1.0,True,
SCIELE PHARMA INC,sciele pharma,"Sciele Pharma, Inc.",sciele pharma,1.0,True,
SCIENCE ACCESSORIES CORP,science accessories,Science Accessories Corp.,science accessories,1.0,True,
SCIENTIFIC INDUSTRIES INC,scientific industries,"International Scientific Industries, Inc.",scientific industries,1.0,True,
SCIENTIFIC LEARNING CORP,scientific learning,Scientific Learning Corporation,scientific learning,1.0,True,
SCIENTIFIC TECHNOLOGIES INC,scientific technologies,Scientific Technologies Corporation,scientific technologies,1.0,True,
SCIENTIFIC-ATLANTA INC,scientific atlanta,"Scientific-Atlanta, Inc.",scientific atlanta,1.0,True,
SCIENTURE HOLDINGS INC,scienture,"SCIENTURE, INC.",scienture,1.0,True,
SCIMED LIFE SYSTEMS INC,scimed life systems,"Scimed Life Systems, Inc.",scimed life systems,1.0,True,
SCINTREX LIMITED,scintrex,SCINTREX LIMITED,scintrex,0.9999998211860657,True,
SCINTREX LIMITED,scintrex,SCINTREX LIMITED,scintrex,0.9999998211860657,True,
SCIO DIAMOND TECHNOLOGY CORP,scio diamond technology,SCIO Diamond Technology Corporation,scio diamond technology,0.9999997615814209,True,
SCIOS INC,scios,SCIOS INC.,scios,1.0,True,
SCIQUEST INC,sciquest,"SciQuest, Inc.",sciquest,1.0,True,
SCISPARC LTD,scisparc,SciSparc Ltd.,scisparc,1.0,True,
SCO GROUP INC,sco,"The SCO Group, Inc.",sco,0.9999999403953552,True,
SCOLR PHARMA INC,scolr pharma,"SCOLR Pharma, Inc.",scolr pharma,0.9999999403953552,True,
SCOPAS TECHNOLOGY CO INC,scopas technology,"The Scopas Technology Company, Inc.",scopas technology,0.9999999403953552,True,
SCOPE INC,scope,"Scope Co, Inc.",scope,1.0,True,
SCOPE INDUSTRIES,scope industries,Scope Industries,scope industries,1.0,True,
SCOTSMAN INDUSTRIES INC,scotsman industries,"Scotsman Industries, Inc.",scotsman industries,1.0,True,
SCOTT & FETZER CO,scott fetzer,The Scott Fetzer Company,scott fetzer,1.0,True,
SCOTT CORP,scott,Scott International Limited,scott,1.0,True,
SCOTT PAPER LTD,scott paper,Scott Paper Limited,scott paper,0.9999999403953552,True,
SCOTT PAPER LTD,scott paper,Scott Paper Limited,scott paper,0.9999999403953552,True,
SCOTT SCIENCE & TECHNOLOGY,scott science technology,Scott Science and Technology,scott science technology,1.0,True,
SCOTT TECHNOLOGIES INC,scott technologies,"Scott Technologies, Inc.",scott technologies,0.9999999403953552,True,
SCOVILL HOLDINGS INC,scovill,Scovill Inc.,scovill,1.0,True,
SCOVILL HOLDINGS INC,scovill,Scovill Inc.,scovill,1.0,True,
SCPHARMACEUTICALS INC,scpharmaceuticals,scPharmaceuticals Inc.,scpharmaceuticals,1.0,True,
SCRIPPS NETWORKS INTERACTIVE,scripps networks interactive,"SCRIPPS NETWORKS INTERACTIVE, INC.",scripps networks interactive,0.9999997615814209,True,
SCRIPTEL HOLDING INC,scriptel,Scriptel Corporation,scriptel,1.0,True,
SCRIPTO INC,scripto,Scripto LLC,scripto,0.9999999403953552,True,
SCRIPTOMATIC INC,scriptomatic,"Scriptomatic, Inc.",scriptomatic,1.0,True,
SCYNEXIS INC,scynexis,"Scynexis, Inc.",scynexis,1.0,True,
SDL INC,sdl,SDL plc,sdl,1.0,True,
SEA LAND CORP,sea land,"Sea-Land Corporation, Inc.",sea land,0.9999996423721313,True,
SEA LIMITED,sea,"SEA, LTD.",sea,1.0,True,
SEA WORLD INC,sea world,"Sea World CO., LTD.",sea world,1.0,True,
SEABOARD CORP,seaboard,International Seaboard Corp.,seaboard,0.9999998807907104,True,
SEABRIDGE GOLD INC,seabridge gold,Seabridge Gold Inc.,seabridge gold,0.9999999403953552,True,
SEABRIGHT HOLDINGS INC,seabright,Seabright Corporation Limited,seabright,1.0,True,
SEACHANGE INTERNATIONAL INC,seachange,SeaChange Group LLC,seachange,1.0,True,
SEACOAST BANKING CORP/FL,seacoast banking fl,Seacoast Banking Corporation of Florida,seacoast banking florida,0.9707521200180054,True,
SEAGATE TECHNOLOGY HOLDINGS,seagate technology,Seagate Technology International,seagate technology,1.0,True,
SEAGEN INC,seagen,Seagen Inc.,seagen,1.0,True,
SEAGRAM (JOSEPH E.) & SONS,seagram joseph e sons,"Joseph E. Seagram & Sons, Ltd.",joseph e seagram sons,0.9520317316055298,True,
SEAIR INC,seair,Seair Inc.,seair,0.9999999403953552,True,
SEAL INC,seal,"International Seal Company, Inc.",seal,0.9999995231628418,True,
